age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,CLASS
53,7,1,1,0,4994,0,0,0,18,1,62,6,-1,0,3,0
53,9,0,1,0,0,1,1,0,15,5,135,5,-1,0,3,0
47,4,1,2,0,3681,0,0,0,14,1,101,2,-1,0,3,0
49,2,0,3,1,-701,1,0,0,30,5,988,2,-1,0,3,1
29,4,1,2,0,451,0,0,0,28,4,451,1,-1,0,3,0
45,1,0,0,0,-311,1,0,2,23,8,1030,1,-1,0,3,1
38,2,1,1,0,593,1,1,0,24,5,1484,24,-1,0,3,1
32,1,1,1,0,759,1,0,0,9,0,317,5,-1,0,3,1
70,5,0,0,0,4531,0,0,0,18,8,445,1,-1,0,3,0
65,5,0,0,0,1840,0,0,0,1,6,383,2,188,5,0,0
56,1,1,1,0,345,1,0,1,22,5,605,1,-1,0,3,0
35,1,1,1,0,1287,1,0,0,14,5,330,2,-1,0,3,0
56,4,1,3,0,353,0,1,0,25,5,171,2,-1,0,3,0
56,9,1,1,0,205,0,1,0,23,5,442,2,-1,0,3,0
49,2,1,1,0,687,1,0,0,17,0,772,1,-1,0,3,1
38,10,1,0,0,1147,1,1,2,8,8,249,5,-1,0,3,0
35,4,1,2,0,4286,1,0,2,9,8,357,1,-1,0,3,0
38,0,1,2,0,605,0,0,0,18,9,147,2,-1,0,3,0
49,1,1,1,0,8545,1,1,0,6,8,199,7,167,1,0,0
55,4,1,3,0,559,0,0,0,28,4,271,2,-1,0,3,0
43,1,2,0,0,2,1,0,0,30,5,783,3,-1,0,3,0
43,4,1,2,0,2,0,1,0,20,1,472,2,-1,0,3,0
25,0,2,2,0,760,1,0,0,27,8,223,3,89,2,0,1
30,1,1,0,0,1317,1,0,2,21,8,395,2,-1,0,3,0
46,1,1,1,0,182,0,0,0,4,3,56,1,-1,0,3,0
50,0,1,0,0,276,0,1,2,17,6,641,6,-1,0,3,0
35,2,1,1,0,2971,0,0,0,4,8,429,4,164,2,0,1
26,10,2,1,0,1064,0,0,2,31,8,113,1,-1,0,3,0
45,0,1,3,0,1783,0,0,2,20,6,11,11,-1,0,3,0
37,1,1,1,0,-67,0,0,0,2,3,157,1,-1,0,3,0
60,6,2,2,0,179,0,1,0,29,5,79,4,-1,0,3,0
38,4,1,2,0,1199,0,0,0,4,1,178,1,1,1,2,1
47,1,1,0,0,214,1,1,2,9,6,168,1,-1,0,3,0
33,9,1,1,0,6699,0,0,0,9,9,425,1,462,1,0,0
51,10,1,1,0,1760,0,1,0,19,9,162,1,-1,0,3,0
35,2,2,2,0,145,1,0,0,18,5,799,2,-1,0,3,1
35,10,1,1,0,978,0,0,0,29,2,1370,3,209,3,2,1
48,0,2,1,0,1150,1,0,2,28,8,357,1,-1,0,3,0
37,0,1,1,0,121,0,0,0,22,5,22,6,-1,0,3,0
29,9,2,2,0,828,1,0,0,16,0,215,3,321,3,1,0
34,0,1,1,0,244,1,0,0,31,5,56,4,-1,0,3,0
32,7,1,0,0,228,1,0,0,21,5,1017,6,-1,0,3,1
30,4,2,2,0,424,0,0,0,16,0,298,4,-1,0,3,1
47,4,0,2,0,447,0,1,2,7,8,126,1,-1,0,3,0
33,1,1,0,0,-195,0,0,2,20,11,9,1,-1,0,3,0
33,4,2,2,0,1410,1,0,0,5,3,8,1,254,5,0,0
63,5,1,0,0,1084,0,0,0,14,10,201,1,183,1,2,0
51,6,0,0,0,10924,0,0,0,6,8,106,2,-1,0,3,0
41,4,1,2,0,832,1,1,0,21,9,164,1,176,1,0,0
56,5,1,2,0,478,0,0,0,5,3,97,1,-1,0,3,0
60,4,2,2,0,0,0,1,0,23,5,151,1,-1,0,3,0
41,6,2,2,0,3950,1,0,2,30,8,96,2,-1,0,3,0
37,4,2,3,0,504,1,0,0,16,0,555,1,-1,0,3,0
36,1,2,1,0,219,1,1,0,11,8,270,2,347,1,0,0
57,4,1,2,0,1602,0,0,0,29,5,339,3,-1,0,3,0
55,4,1,0,0,2587,0,0,0,4,11,328,2,94,2,2,1
44,0,1,1,0,0,1,1,2,16,8,159,1,-1,0,3,0
47,6,1,2,0,2303,1,0,0,6,8,323,2,364,1,0,0
31,1,1,1,0,1660,1,0,0,20,0,342,1,-1,0,3,0
35,4,1,2,1,32,1,0,0,21,9,180,1,-1,0,3,0
39,4,1,2,0,278,0,1,0,28,5,60,3,-1,0,3,0
50,4,1,2,0,4,0,0,0,17,9,223,1,96,2,0,0
29,4,1,2,0,318,1,0,0,18,8,1434,2,356,4,0,0
30,7,2,1,0,209,1,0,2,6,8,30,2,-1,0,3,0
46,7,1,1,0,271,1,0,2,16,8,134,4,-1,0,3,0
27,4,2,3,0,3196,0,0,0,9,3,10,2,-1,0,3,0
48,0,0,1,0,4099,0,0,0,2,0,397,2,-1,0,3,1
26,8,2,1,0,2572,1,0,0,5,8,620,1,-1,0,3,0
36,4,2,2,0,339,0,0,0,21,9,6,6,-1,0,3,0
42,1,1,0,0,0,1,1,0,7,8,209,2,-1,0,3,0
50,3,1,0,0,395,1,0,2,15,8,419,2,-1,0,3,0
49,1,1,1,0,2039,1,0,0,18,9,283,2,-1,0,3,0
45,4,1,2,0,5450,0,0,0,8,1,188,2,-1,0,3,0
23,8,2,1,0,780,0,0,0,16,11,267,1,-1,0,3,0
38,9,2,1,0,0,1,0,0,7,0,196,2,-1,0,3,0
32,4,2,2,0,8436,1,0,0,17,0,245,1,149,2,0,0
60,9,2,0,0,11262,0,0,0,26,1,323,1,-1,0,3,1
30,2,1,1,0,946,1,0,0,19,9,1065,1,183,1,1,0
58,3,1,2,0,497,0,0,2,11,6,138,5,-1,0,3,0
60,5,1,0,0,55,0,0,0,4,6,207,1,-1,0,3,0
38,7,1,1,0,-140,0,0,2,25,6,456,3,-1,0,3,0
51,9,1,1,0,-379,1,0,0,5,1,261,1,-1,0,3,0
42,0,1,1,0,-396,1,0,0,11,8,80,1,308,4,0,0
30,7,2,1,0,0,1,0,0,18,8,131,6,363,9,0,0
40,4,1,0,0,733,1,0,2,6,6,94,7,-1,0,3,0
37,4,1,2,0,393,1,0,0,14,8,567,3,275,4,0,1
53,9,0,0,0,7290,1,0,2,30,8,153,1,-1,0,3,0
27,7,2,1,0,468,1,0,0,13,8,109,1,-1,0,3,0
39,1,1,1,0,0,1,0,0,30,0,53,1,325,1,0,0
39,1,1,0,0,3705,1,0,2,16,6,77,1,-1,0,3,0
59,5,1,2,0,9676,0,0,1,27,7,234,2,-1,0,3,1
37,7,1,1,0,1328,1,0,1,13,8,121,2,341,4,0,0
41,1,1,0,0,8,1,0,0,15,5,155,2,-1,0,3,0
45,1,1,0,0,61,0,0,0,17,0,108,1,-1,0,3,0
48,4,1,2,0,6613,0,0,2,17,6,159,3,-1,0,3,0
48,9,1,1,0,302,1,0,2,26,8,208,3,-1,0,3,0
32,1,1,1,0,1005,0,0,0,12,8,215,1,-1,0,3,0
35,7,1,1,0,109,1,0,2,6,8,597,3,-1,0,3,0
33,4,2,2,0,1240,1,0,0,4,3,505,2,260,1,1,0
28,1,2,0,0,0,1,1,2,3,6,380,4,-1,0,3,0
64,5,1,3,0,2923,0,0,0,12,7,120,1,-1,0,3,0
35,9,1,1,0,0,0,0,0,27,1,106,4,-1,0,3,0
